structure,zprime,energy,uncertainty,raw_energy,PBE_energy,diff,rel_energy,rel_PBE_energy,rel_diff
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-1580.res,4,-5160.820954,1.216354182,-213.9526147,-5162.635388,-1.814433468,4.878790933,4.020929911,-0.857861023
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-1877.res,4,-5162.495231,1.756559802,-214.0220253,-5163.948706,-1.453475056,3.204514075,2.707611464,-0.496902611
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-1999.res,4,-5162.419043,1.564917726,-214.0188668,-5162.938059,-0.51901554,3.280701973,3.718258878,0.437556905
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-2113.res,4,-5161.529577,1.408089061,-213.9819921,-5163.42939,-1.899812824,4.170168091,3.226927712,-0.943240379
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-2212.res,4,-5161.090998,1.464269083,-213.9638099,-5163.449452,-2.358453572,4.608747131,3.206866004,-1.401881127
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-2284.res,4,-5162.816143,1.627938838,-214.0353294,-5164.969582,-2.153439631,2.883602829,1.686735643,-1.196867186
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-2335.res,4,-5161.01516,1.388350212,-213.9606659,-5162.416644,-1.401483135,4.684584853,4.239674164,-0.44491069
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-2341.res,4,-5162.150743,1.295058949,-214.0077438,-5163.156304,-1.005561025,3.549002758,3.500014178,-0.04898858
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-2386.res,4,-5163.123761,1.20348253,-214.0480823,-5163.614224,-0.490462987,2.575984485,3.042093944,0.466109459
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-2400.res,4,-5162.65918,1.220840162,-214.0288222,-5163.515374,-0.856193466,3.040565127,3.140944106,0.100378979
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-2401.res,4,-5163.219332,1.285233986,-214.0520444,-5163.64819,-0.428858256,2.480413549,3.008127739,0.527714189
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-2426.res,4,-5162.420226,1.210596989,-214.0189158,-5163.202378,-0.782151137,3.279518964,3.453940273,0.174421308
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-2459.res,4,-5162.546054,1.469318561,-214.0241323,-5164.225925,-1.679870802,3.153691371,2.430393014,-0.723298357
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-2601.res,4,-5161.150015,1.72836486,-213.9662566,-5164.065905,-2.915890732,4.549730736,2.59041245,-1.959318287
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-2643.res,4,-5159.758864,1.440275755,-213.9085835,-5162.028634,-2.269769298,5.940881132,4.62768428,-1.313196853
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-2659.res,4,-5161.060762,1.347215244,-213.9625564,-5162.539324,-1.478561835,4.63898345,4.11699406,-0.52198939
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-2766.res,4,-5160.686963,1.200617556,-213.9470598,-5162.302424,-1.615461118,5.012782143,4.353893471,-0.658888673
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-2902.res,4,-5163.012381,1.237495505,-214.0434649,-5162.727323,0.285058405,2.687364242,3.928995092,1.24163085
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-2918.res,4,-5161.708579,1.106602431,-213.989413,-5161.985474,-0.276895299,3.991166458,4.670843605,0.679677147
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-3094.res,4,-5158.966483,1.526153583,-213.8757337,-5161.906602,-2.940118451,6.733262007,4.749716002,-1.983546005
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-3127.res,4,-5157.900814,1.184965743,-213.8315542,-5160.712739,-2.811925058,7.798931256,5.943578643,-1.855352613
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-3133.res,4,-5159.230794,1.20974205,-213.8866913,-5161.857406,-2.626611508,6.468951235,4.798912172,-1.670039063
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-3150.res,4,-5160.043096,1.19892619,-213.9203669,-5162.489012,-2.445916015,5.656649652,4.167306082,-1.48934357
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-3219.res,4,-5158.471104,1.168451813,-213.8551967,-5160.985553,-2.51444892,7.228641222,5.670764748,-1.557876475
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-3268.res,4,-5157.905824,1.043429043,-213.8317619,-5160.93499,-3.029165848,7.793921034,5.721327632,-2.072593403
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-3293.res,4,-5158.337399,1.123468216,-213.8496537,-5160.754378,-2.416979214,7.362346454,5.901939685,-1.460406769
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-3386.res,4,-5157.268162,1.08065991,-213.8053262,-5159.559667,-2.291505671,8.431583657,7.096650432,-1.334933226
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-3416.res,4,-5157.246233,1.227860323,-213.8044171,-5159.13587,-1.889637363,8.453512348,7.520447431,-0.933064918
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-3421.res,4,-5158.091814,1.245647023,-213.8394725,-5160.429581,-2.337766722,7.607931005,6.226736728,-1.381194277
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-3537.res,4,-5156.64163,1.207125691,-213.779352,-5160.360368,-3.718738012,9.058115789,6.295950222,-2.762165566
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-3636.res,4,-5159.079764,1.42751601,-213.88043,-5162.366977,-3.287213236,6.619981731,4.28934094,-2.330640791
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-3657.res,4,-5159.811423,0.998366973,-213.9107625,-5161.631729,-1.820306274,5.88832224,5.024588412,-0.863733829
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-3662.res,4,-5159.364643,1.083188134,-213.8922402,-5161.500589,-2.135946108,6.335102493,5.155728829,-1.179373663
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-3750.res,4,-5156.816862,0.471111897,-213.7866167,-5158.42492,-1.608058144,8.882883188,8.231397489,-0.651485699
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-3760.res,4,-5157.145905,0.771921223,-213.8002578,-5159.607416,-2.4615116,8.553840696,7.048901541,-1.504939155
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-3882.res,4,-5155.912584,0.760097655,-213.7491279,-5158.780445,-2.867860905,9.787161712,7.875873253,-1.911288459
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-3965.res,4,-5156.919867,1.311998286,-213.7908869,-5160.368931,-3.449064532,8.779878755,6.287386669,-2.492492087
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4012.res,4,-5158.650434,1.274788906,-213.8626312,-5161.534999,-2.884565848,7.049311712,5.121318309,-1.927993403
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4014.res,4,-5158.155414,1.14865348,-213.8421091,-5160.968571,-2.813157806,7.544331763,5.687746403,-1.856585361
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4019.res,4,-5157.985369,1.1629104,-213.8350596,-5160.785347,-2.799977444,7.714376277,5.870971278,-1.843404999
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4076.res,4,-5158.27879,1.330136552,-213.8472239,-5160.09438,-1.815589706,7.420955525,6.561938265,-0.85901726
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4104.res,4,-5158.735209,1.112218678,-213.8661457,-5160.536791,-1.801582237,6.964536629,6.119526838,-0.845009791
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4194.res,4,-5156.821737,1.252047386,-213.7868188,-5158.515766,-1.694029412,8.878008715,8.140551748,-0.737456967
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4216.res,4,-5156.14709,1.232064722,-213.7588499,-5157.988665,-1.841574707,9.552655415,8.667653154,-0.885002262
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4536.res,4,-5156.947238,1.169953187,-213.7920217,-5158.573801,-1.626563176,8.752507049,8.082516318,-0.669990731
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4544.res,4,-5155.481999,1.256889101,-213.7312771,-5158.339991,-2.857991713,10.21774626,8.316326993,-1.901419268
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4545.res,4,-5156.559686,1.210332679,-213.7759549,-5159.430824,-2.871137525,9.140059096,7.225494017,-1.914565079
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4596.res,4,-5157.352831,1.135957355,-213.8088364,-5160.114538,-2.761707131,8.346914275,6.541779589,-1.805134685
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4598.res,4,-5157.223768,1.160059986,-213.8034858,-5159.957099,-2.73333084,8.475977161,6.699218766,-1.776758395
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4665.res,4,-5156.544922,1.000676011,-213.7753428,-5158.880198,-2.335275849,9.15482315,7.776119746,-1.378703404
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4687.res,4,-5157.180976,1.152550958,-213.8017118,-5159.591726,-2.410750452,8.518769506,7.0645915,-1.454178007
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4692.res,4,-5157.122127,1.067593557,-213.7992721,-5159.642564,-2.520436562,8.577618231,7.013754115,-1.563864116
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4711.res,4,-5156.167034,1.076674839,-213.7596767,-5158.90131,-2.73427578,9.532711372,7.755008038,-1.777703335
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4712.res,4,-5156.285261,1.060761562,-213.764578,-5158.658546,-2.373285243,9.414484141,7.997771343,-1.416712798
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4815.res,4,-5156.412084,1.325880106,-213.7698357,-5158.775633,-2.363549089,9.287661377,7.880684734,-1.406976643
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4895.res,4,-5155.537361,1.294317619,-213.7335723,-5158.979562,-3.442200566,10.16238392,7.6767558,-2.485628121
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4960.res,4,-5153.443275,0.864688284,-213.6467576,-5157.191721,-3.748445921,12.25647067,9.46459719,-2.791873475
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4975.res,4,-5154.268367,0.807300338,-213.6809635,-5157.968904,-3.700537391,11.43137853,8.687413586,-2.743964946
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5016.res,4,-5154.038414,0.923947334,-213.6714303,-5157.005354,-2.966940387,11.66133157,9.650963627,-2.010367941
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5051.res,4,-5151.465766,0.804649194,-213.5647758,-5154.748355,-3.282589186,14.23397915,11.90796241,-2.32601674
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5126.res,4,-5152.472426,1.039389461,-213.606509,-5156.707174,-4.23474847,13.22731978,9.949143751,-3.278176025
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5136.res,4,-5152.660334,1.17761713,-213.6142991,-5157.023809,-4.363474355,13.03941103,9.632509123,-3.40690191
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5138.res,4,-5151.91518,1.154314388,-213.5834072,-5156.109909,-4.194728491,13.78456532,10.54640927,-3.238156046
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5155.res,4,-5153.264479,1.117895464,-213.6393452,-5157.010083,-3.745604412,12.43526661,9.646234641,-2.789031967
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5251.res,4,-5152.367261,1.154209266,-213.6021492,-5156.327388,-3.960127186,13.3324842,10.32892946,-3.003554741
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5270.res,4,-5154.540332,1.270993624,-213.6922384,-5157.520136,-2.979803639,11.1594129,9.136181706,-2.023231194
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5277.res,4,-5153.959198,1.178979703,-213.6681462,-5157.112104,-3.152906413,11.7405477,9.54421373,-2.196333967
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5317.res,4,-5155.284738,1.163965591,-213.7230993,-5158.743788,-3.459049821,10.41500733,7.912529951,-2.502477376
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5320.res,4,-5155.858753,1.036062565,-213.7468962,-5159.443219,-3.584466466,9.840992811,7.21309879,-2.627894021
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5421.res,4,-5153.773244,0.956460966,-213.6604371,-5158.403534,-4.630289838,11.92650133,8.25278394,-3.673717393
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5476.res,4,-5153.75725,1.245803118,-213.6597741,-5157.906676,-4.149426121,11.94249498,8.749641303,-3.192853675
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5513.res,4,-5155.578067,0.942270623,-213.7352598,-5158.704926,-3.126859653,10.12167879,7.951391579,-2.170287208
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5552.res,4,-5153.267462,0.708730522,-213.6394689,-5156.318276,-3.050813821,12.43228339,10.33804201,-2.094241375
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5570.res,4,-5152.557771,0.496073392,-213.6100472,-5155.805156,-3.247384366,13.1419739,10.85116198,-2.290811921
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5596.res,4,-5155.640111,0.868881735,-213.737832,-5158.18451,-2.544398685,10.059634,8.471807759,-1.58782624
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5644.res,4,-5154.736595,1.257532837,-213.7003749,-5157.281674,-2.545078878,10.96315013,9.374643697,-1.588506433
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5680.res,4,-5155.00081,0.804103407,-213.7113284,-5156.781212,-1.780401937,10.69893524,9.87510575,-0.823829491
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5717.res,4,-5156.971387,1.068880117,-213.7930228,-5159.255863,-2.284476222,8.728358702,7.400454925,-1.327903777
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5733.res,4,-5154.58605,1.270481931,-213.6941337,-5156.801671,-2.215620843,11.1136954,9.854647006,-1.259048397
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5744.res,4,-5154.769191,1.027079872,-213.7017262,-5156.853908,-2.084717064,10.930554,9.802409378,-1.128144619
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5840.res,4,-5154.62324,1.164371732,-213.6956755,-5157.002909,-2.379669115,11.07650499,9.653408323,-1.423096669
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5871.res,4,-5155.970766,1.150167165,-213.75154,-5157.437514,-1.466747883,9.728979442,9.218804005,-0.510175437
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5915.res,4,-5153.729845,0.902327388,-213.6586379,-5155.397994,-1.668149573,11.96990083,11.2583237,-0.711577128
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5951.res,4,-5153.686533,0.886552663,-213.6568423,-5154.812885,-1.126352056,12.01321241,11.8434328,-0.169779611
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5975.res,4,-5153.53733,0.982995473,-213.6506568,-5155.778313,-2.240983174,12.1624154,10.87800467,-1.284410729
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6014.res,4,-5150.832655,0.910424789,-213.5385289,-5155.116736,-4.284081314,14.86709038,11.53958151,-3.327508869
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6039.res,4,-5150.860925,0.871318576,-213.5397009,-5155.280768,-4.419842542,14.83882031,11.37555021,-3.463270097
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6065.res,4,-5150.625902,0.866093991,-213.5299575,-5154.85936,-4.233457858,15.07384365,11.79695824,-3.276885413
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6082.res,4,-5152.421605,0.776199352,-213.6044021,-5155.736069,-3.314463848,13.27814048,10.92024907,-2.357891403
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6247.res,4,-5153.784255,1.076611917,-213.6608936,-5156.87613,-3.091874722,11.91549012,9.780187847,-2.135302276
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6250.res,4,-5152.722948,0.791200634,-213.6168949,-5156.167689,-3.444740388,12.97679723,10.48862929,-2.488167943
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6323.res,4,-5153.108683,1.281308216,-213.6328864,-5155.771893,-2.663209889,12.59106225,10.8844248,-1.706637443
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6335.res,4,-5152.571316,1.076442556,-213.6106087,-5155.206043,-2.634727085,13.12842935,11.45027471,-1.67815464
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6358.res,4,-5152.920309,1.196936591,-213.6250769,-5155.286157,-2.365848617,12.77943672,11.37016055,-1.409276172
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6386.res,4,-5151.941865,1.033909029,-213.5845135,-5155.105875,-3.164010289,13.75788046,11.55044262,-2.207437843
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6447.res,4,-5152.769183,1.396781007,-213.6188117,-5155.562628,-2.793445357,12.93056253,11.09368962,-1.836872911
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6491.res,4,-5153.514267,1.091813428,-213.6497007,-5156.034143,-2.519876196,12.18547883,10.62217508,-1.563303751
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6494.res,4,-5152.190138,1.195150183,-213.5948062,-5153.530688,-1.340549644,13.50960687,13.12562967,-0.383977199
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6531.res,4,-5151.03938,0.988294016,-213.5470991,-5152.723798,-1.684418172,14.66036514,13.93251941,-0.727845727
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6603.res,4,-5151.427705,1.064547409,-213.5631979,-5153.581657,-2.153952327,14.2720407,13.07466082,-1.197379881
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6623.res,4,-5152.912677,1.278607582,-213.6247605,-5154.66968,-1.757002723,12.7870685,11.98663822,-0.800430278
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6648.res,4,-5153.582843,1.034656073,-213.6525437,-5154.667391,-1.084548068,12.11690223,11.98892661,-0.127975622
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6651.res,4,-5153.576367,1.024083795,-213.6522752,-5154.66614,-1.089772526,12.12337835,11.99017827,-0.133200081
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6716.res,4,-5152.51817,1.035677638,-213.6084054,-5154.028731,-1.510560666,13.18157496,12.62758674,-0.553988221
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6720.res,4,-5153.453406,0.967278269,-213.6471776,-5154.751406,-1.298000072,12.24633966,11.90491203,-0.341427626
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6760.res,4,-5152.480312,0.777148233,-213.6068359,-5153.810324,-1.330012636,13.21943349,12.8459933,-0.373440191
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6798.res,4,-5151.853319,0.768488367,-213.5808426,-5154.225186,-2.371866596,13.84642595,12.4311318,-1.41529415
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6858.res,4,-5153.324869,1.066650599,-213.6418488,-5154.800989,-1.476120293,12.3748768,11.85532895,-0.519547847
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6918.res,4,-5152.831859,0.882660042,-213.62141,-5154.197291,-1.365432124,12.86788611,12.45902643,-0.408859679
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6935.res,4,-5153.168764,0.960527172,-213.6353771,-5153.804782,-0.636018046,12.53098125,12.85153565,0.320554399
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6948.res,4,-5150.962185,0.949238018,-213.5438988,-5152.182179,-1.219994081,14.73756035,14.47413872,-0.263421636
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7001.res,4,-5151.26957,0.838084916,-213.5566421,-5152.828736,-1.559165399,14.43017494,13.82758199,-0.602592953
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7054.res,4,-5152.716498,0.980626518,-213.6166275,-5154.547775,-1.831276948,12.98324709,12.10854258,-0.874704503
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7104.res,4,-5152.737858,1.047174447,-213.617513,-5155.191115,-2.453257011,12.96188772,11.46520316,-1.496684566
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7118.res,4,-5152.475715,1.121731645,-213.6066454,-5154.79151,-2.315795049,13.22403003,11.86480743,-1.359222604
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7124.res,4,-5152.85213,1.084510209,-213.6222504,-5155.601379,-2.749248332,12.84761507,11.05493919,-1.792675887
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7126.res,4,-5154.80361,1.095314358,-213.7031531,-5157.174802,-2.371192232,10.89613543,9.481515648,-1.414619787
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7139.res,4,-5150.414628,0.833282322,-213.5211987,-5152.990632,-2.576004424,15.28511765,13.66568567,-1.619431979
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7159.res,4,-5149.586759,0.846779337,-213.4868776,-5152.398648,-2.8118896,16.11298674,14.25766959,-1.855317154
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7209.res,4,-5148.722138,0.786665312,-213.451033,-5150.318284,-1.596146271,16.97760775,16.33803393,-0.639573826
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7238.res,4,-5149.26378,1.149554649,-213.4734879,-5151.551587,-2.287806554,16.43596534,15.10473123,-1.331234109
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7254.res,4,-5151.156563,0.642927373,-213.5519571,-5153.299464,-2.142900909,14.54318252,13.35685405,-1.186328464
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7262.res,4,-5151.098304,0.608195738,-213.5495419,-5153.240197,-2.141893037,14.60144171,13.41612112,-1.185320592
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7278.res,4,-5153.589077,0.962071058,-213.6528021,-5154.958269,-1.369191808,12.11066834,11.69804898,-0.412619363
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7287.res,4,-5151.846166,0.733274861,-213.5805461,-5154.129562,-2.28339573,13.8535795,12.52675622,-1.326823285
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7296.res,4,-5152.068873,0.580740038,-213.5897789,-5153.761561,-1.692687111,13.63087188,12.89475721,-0.736114665
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7303.res,4,-5152.087437,0.576335364,-213.5905485,-5153.849406,-1.761969333,13.61230833,12.80691144,-0.805396888
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7481.res,4,-5153.193923,0.461432028,-213.6364201,-5155.142192,-1.948269003,12.50582259,11.51412603,-0.991696558
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7602.res,4,-5151.81471,0.8320106,-213.579242,-5153.69725,-1.882539671,13.88503527,12.95906805,-0.925967226
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7608.res,4,-5152.731181,0.640311042,-213.6172362,-5154.213569,-1.482388786,12.96856473,12.44274839,-0.525816341
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7625.res,4,-5153.083245,0.559729543,-213.6318318,-5153.226704,-0.143458916,12.61650058,13.42961411,0.81311353
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7635.res,4,-5153.83907,0.814347724,-213.6631661,-5153.282518,0.556552749,11.86067506,13.37380025,1.513125194
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7707.res,4,-5154.109269,0.733041309,-213.6743677,-5155.709278,-1.600009703,11.59047668,10.94703943,-0.643437258
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7709.res,4,-5152.256472,0.699744177,-213.5975562,-5154.156862,-1.900389843,13.4432731,12.4994557,-0.943817398
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7760.res,4,-5155.754939,0.889753348,-213.7425924,-5155.958975,-0.204036556,9.944806797,10.69734269,0.752535889
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7843.res,4,-5150.97345,0.951882629,-213.5443658,-5152.822998,-1.84954796,14.726295,13.83331949,-0.892975515
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7871.res,4,-5151.009994,0.951753394,-213.5458808,-5153.241305,-2.231311105,14.6897514,13.41501274,-1.274738659
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7890.res,4,-5152.205575,0.788682204,-213.5954461,-5153.838765,-1.633189181,13.49417002,12.81755329,-0.676616736
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7942.res,4,-5154.247384,0.938748785,-213.6800936,-5156.832184,-2.584799675,11.452361,9.824133768,-1.62822723
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-8006.res,4,-5152.965909,0.732575066,-213.6269674,-5154.587245,-1.621335226,12.73383588,12.0690731,-0.66476278
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-8059.res,4,-5151.744394,0.890368422,-213.5763269,-5155.022293,-3.277898555,13.9553513,11.63402519,-2.32132611
