begin
atom   8.3592848764357275E-01 3.0181287061153519E+00 1.7350971645261993E+01 O 0.0 0.0 -1.1446099999999999E-01 -1.9499999999999999E-03 -5.9932200000000002E-01
atom   1.3741553941212075E+00 3.1186854327495634E+00 1.9565024641070000E+01 O 0.0 0.0 3.0382399999999998E-01 4.7012700000000002E-01 -8.7499300000000002E-01
atom   3.8463448817709205E+00 9.0471243246592492E-01 1.9039658277325991E+01 O 0.0 0.0 1.2572800000000001E-01 7.0850000000000002E-03 6.5948600000000002E-01
atom   3.3080798226825814E+00 8.0411621477973361E-01 1.6825602577167000E+01 O 0.0 0.0 -3.4059299999999998E-01 -5.1259399999999999E-01 8.0063300000000004E-01
atom   6.9960332141499515E-01 2.4070942845722918E+00 1.9591816230373009E+01 H 0.0 0.0 -3.7958999999999998E-01 -5.1247799999999999E-01 9.8986000000000005E-02
atom   3.9826319447213385E+00 1.5157073211232641E+00 1.6798811195890991E+01 H 0.0 0.0 3.4855000000000003E-01 4.7559600000000002E-01 -1.4881200000000000E-01
atom   1.4720575434103105E+00 3.4913052199090844E+00 1.8269770944999006E+01 C 0.0 0.0 2.0854100000000000E-01 -4.2750000000000003E-02 1.3183410000000000E+00
atom   3.2101537280627217E+00 4.3142978646998986E-01 1.8121059515616999E+01 C 0.0 0.0 -1.4236499999999999E-01 1.2832499999999999E-01 -1.3265860000000000E+00
energy   -1.7740276942600275E-01
charge   0.0000000000000000E+00
end
begin
comment   oxalac_opt-QR-122-11610-3
lattice   9.1815999999999995E+00 0.0000000000000000E+00 0.0000000000000000E+00
lattice   4.5907998216090364E+00 9.3978023758291194E+00 0.0000000000000000E+00
lattice   4.5907998216090364E+00 3.9360083887396608E-08 9.3978023758291211E+00
atom   8.9829496574529362E+00 1.8064293473080837E+00 7.8372928743555788E+00 O 0.0 0.0 2.1219900000000000E-01 1.3487099999999999E-01 6.4339599999999997E-01
atom   8.5562686435279449E+00 7.2297643857138927E-01 5.8764726093427182E+00 O 0.0 0.0 1.3332200000000000E-01 1.0970839999999999E+00 4.6783599999999997E-01
atom   8.2232216905799422E+00 3.1045318937893245E+00 4.6364073057636803E+00 O 0.0 0.0 -4.8045999999999998E-02 -1.2237600000000000E-01 -7.2762000000000004E-01
atom   8.6498105212408696E+00 4.1879896893832633E+00 6.5972268189523460E+00 O 0.0 0.0 2.3795000000000000E-02 -1.0807560000000000E+00 -1.7152100000000001E-01
atom   1.3297664429180125E+01 9.3481804087217206E+00 6.4617825898371146E+00 H 0.0 0.0 1.7014699999999999E-01 -6.2619899999999995E-01 1.8336500000000000E-01
atom   8.4993080258894942E+00 4.9605752200720117E+00 6.0117306679928895E+00 H 0.0 0.0 -1.5198200000000001E-01 6.9329700000000005E-01 -4.5965699999999998E-01
atom   8.7118182253224568E+00 1.8166234205247584E+00 6.6543413990233082E+00 C 0.0 0.0 -3.6274400000000001E-01 -6.8333699999999997E-01 -1.1771650000000000E+00
atom   8.4942565322818950E+00 3.0942453461969048E+00 5.8192685621931393E+00 C 0.0 0.0 2.5907300000000000E-01 7.5819499999999995E-01 1.1444070000000000E+00
atom   8.9829496667891338E+00 7.5913730678811193E+00 1.5605095014735428E+00 O 0.0 0.0 2.0436799999999999E-01 -1.3185100000000000E-01 -6.4441700000000002E-01
atom   8.5562685372901299E+00 8.6748259766178144E+00 3.5213297664864029E+00 O 0.0 0.0 1.3159299999999999E-01 -1.0949570000000000E+00 -4.6744999999999998E-01
atom   8.2232216276781251E+00 6.2932705213998785E+00 4.7613950700654408E+00 O 0.0 0.0 -4.7789999999999999E-02 1.2018300000000000E-01 7.2532300000000005E-01
atom   8.6498105739132054E+00 5.2098127258059401E+00 2.8005755568767747E+00 O 0.0 0.0 2.2623999999999998E-02 1.0812520000000001E+00 1.7214099999999999E-01
atom   4.1160646726139456E+00 4.9622006467482868E-02 2.9360197859920070E+00 H 0.0 0.0 1.7010000000000000E-01 6.2599300000000002E-01 -1.8327900000000000E-01
atom   8.4993080856645733E+00 4.4372271951171918E+00 3.3860717078362317E+00 H 0.0 0.0 -1.5239000000000000E-01 -6.9437599999999999E-01 4.5990500000000001E-01
atom   8.7118181901356166E+00 7.5811789946644446E+00 2.7434609768058129E+00 C 0.0 0.0 -3.6174899999999999E-01 6.8386199999999997E-01 1.1759830000000000E+00
atom   8.4942565138961736E+00 6.3035570689922986E+00 3.5785338136359819E+00 C 0.0 0.0 2.5882200000000000E-01 -7.5904099999999997E-01 -1.1431629999999999E+00
atom   4.7894500955760959E+00 1.5605095090392695E+00 1.8064293144837607E+00 O 0.0 0.0 -2.0827399999999999E-01 -6.4317999999999997E-01 1.3252600000000000E-01
atom   5.2161311506337356E+00 3.5213297695143884E+00 7.2297641395941670E-01 O 0.0 0.0 -1.3067899999999999E-01 -4.6911799999999998E-01 1.0957460000000001E+00
atom   5.5491780131673965E+00 4.7613950830679093E+00 3.1045318743710211E+00 O 0.0 0.0 5.4188000000000000E-02 7.2909999999999997E-01 -1.2472000000000000E-01
atom   5.1225891413736617E+00 2.8005755744170053E+00 4.1879896617526127E+00 O 0.0 0.0 -2.5381999999999998E-02 1.7202899999999999E-01 -1.0815729999999999E+00
atom   9.6563350375308534E+00 2.9360198251442622E+00 9.3481803816583415E+00 H 0.0 0.0 -1.6974200000000000E-01 -1.8277599999999999E-01 -6.2478999999999996E-01
atom   5.2730916073942824E+00 3.3860717286122215E+00 4.9605751948935488E+00 H 0.0 0.0 1.5142600000000001E-01 4.5935100000000001E-01 6.9343100000000002E-01
atom   5.0605815273195613E+00 2.7434609844142348E+00 1.8166233926548987E+00 C 0.0 0.0 3.6239700000000002E-01 1.1775580000000001E+00 -6.8158500000000000E-01
atom   5.2781431718559739E+00 3.5785338265953679E+00 3.0942453218245158E+00 C 0.0 0.0 -2.5879400000000002E-01 -1.1423330000000000E+00 7.5765700000000002E-01
atom   1.3971049866617980E+01 7.8372929061499335E+00 7.5913730613453607E+00 O 0.0 0.0 -2.0889400000000000E-01 6.4203200000000005E-01 -1.3270599999999999E-01
atom   1.4397730954984336E+01 5.8764726456748155E+00 8.6748259618697041E+00 O 0.0 0.0 -1.3243900000000000E-01 4.6449900000000000E-01 -1.0976750000000000E+00
atom   5.5491779550106735E+00 4.6364073321212942E+00 6.2932705014580996E+00 O 0.0 0.0 5.2904000000000000E-02 -7.2820099999999999E-01 1.2113300000000000E-01
atom   1.4304189049908409E+01 6.5972268407721977E+00 5.2098127140765085E+00 O 0.0 0.0 -2.3574000000000001E-02 -1.7300900000000000E-01 1.0808130000000000E+00
atom   9.6563351471112142E+00 6.4617825900449404E+00 4.9621994170779830E-02 H 0.0 0.0 -1.6954600000000000E-01 1.8238699999999999E-01 6.2527900000000003E-01
atom   5.2730915674877963E+00 6.0117306865769820E+00 4.4372271809355723E+00 H 0.0 0.0 1.5183700000000000E-01 -4.6005900000000000E-01 -6.9342099999999995E-01
atom   1.4242181343658508E+01 6.6543414307749691E+00 7.5811789831742225E+00 C 0.0 0.0 3.6119800000000002E-01 -1.1785399999999999E+00 6.8380099999999999E-01
atom   1.4459743068402092E+01 5.8192685885938351E+00 6.3035570540046049E+00 C 0.0 0.0 -2.5906000000000001E-01 1.1404129999999999E+00 -7.6000299999999998E-01
atom   1.1675649985765137E+01 6.2594107015024170E+00 2.8924718734308001E+00 O 0.0 0.0 -2.1219900000000000E-01 -6.4339599999999997E-01 -1.3487099999999999E-01
atom   1.2102330999690128E+01 8.2202309710530184E+00 3.9759247739551440E+00 O 0.0 0.0 -1.3332200000000000E-01 -4.6783599999999997E-01 -1.0970839999999999E+00
atom   7.8445781310290936E+00 6.2493888828453394E-02 1.5943693135435393E+00 O 0.0 0.0 4.8045999999999998E-02 7.2762000000000004E-01 1.2237600000000000E-01
atom   1.2008789121977204E+01 7.4994767469311450E+00 5.1091152616194802E-01 O 0.0 0.0 -2.3795000000000000E-02 1.7152100000000001E-01 1.0807560000000000E+00
atom   1.1951735035646983E+01 7.6349209937944362E+00 4.7485231820853402E+00 H 0.0 0.0 -1.7014699999999999E-01 -1.8336500000000000E-01 6.2619899999999995E-01
atom   1.6750091438937616E+01 8.0849729340149263E+00 9.1361283688501320E+00 H 0.0 0.0 1.5198200000000001E-01 4.5965699999999998E-01 -6.9329700000000005E-01
atom   1.1946781417895615E+01 7.4423621767919910E+00 2.8822777952596619E+00 C 0.0 0.0 3.6274400000000001E-01 1.1771650000000000E+00 6.8333699999999997E-01
atom   1.2164343110936176E+01 8.2774350082711958E+00 1.6046558660900445E+00 C 0.0 0.0 -2.5907300000000000E-01 -1.1444070000000000E+00 -7.5819499999999995E-01
atom   1.1278349598209129E+01 6.5053305286141221E+00 6.2594106893881030E+00 O 0.0 0.0 2.0889400000000000E-01 1.3270599999999999E-01 -6.4203200000000005E-01
atom   1.0851668509842773E+01 5.4218776363021286E+00 8.2202309544009644E+00 O 0.0 0.0 1.3243900000000000E-01 1.0976750000000000E+00 -4.6449900000000000E-01
atom   5.9278216882073993E+00 7.8034330625473185E+00 6.2493882150880559E-02 O 0.0 0.0 -5.2904000000000000E-02 -1.2113300000000000E-01 7.2820099999999999E-01
atom   1.0945210414918700E+01 8.8868908810766456E+00 7.4994767447913357E+00 O 0.0 0.0 2.3574000000000001E-02 -1.0808130000000000E+00 1.7300900000000000E-01
atom   1.1002264496106859E+01 4.6492792257205249E+00 7.6349209739065671E+00 H 0.0 0.0 1.6954600000000000E-01 -6.2527900000000003E-01 -1.8238699999999999E-01
atom   6.2039080757302774E+00 2.6167404084065077E-01 8.0849728957507914E+00 H 0.0 0.0 -1.5183700000000000E-01 6.9342099999999995E-01 4.6005900000000000E-01
atom   1.1007218121168599E+01 6.5155246117397239E+00 7.4423621647203735E+00 C 0.0 0.0 -3.6119800000000002E-01 -6.8380099999999999E-01 1.1785399999999999E+00
atom   1.0789656396425016E+01 7.7931465444068113E+00 8.2774350015505416E+00 C 0.0 0.0 2.5906000000000001E-01 7.6000299999999998E-01 -1.1404129999999999E+00
atom   1.1278349726032939E+01 2.8924718865750809E+00 3.1383916864410177E+00 O 0.0 0.0 2.0827399999999999E-01 -1.3252600000000000E-01 6.4317999999999997E-01
atom   1.0851668670975300E+01 3.9759247788870740E+00 1.1775714214281576E+00 O 0.0 0.0 1.3067899999999999E-01 -1.0957460000000001E+00 4.6911799999999998E-01
atom   5.9278216300506754E+00 1.5943693526418847E+00 9.3353084936782409E+00 O 0.0 0.0 -5.4188000000000000E-02 1.2472000000000000E-01 -7.2909999999999997E-01
atom   1.7636106802353750E+00 5.1091153411255730E-01 1.8983256310377858E+00 O 0.0 0.0 2.5381999999999998E-02 1.0815729999999999E+00 -1.7202899999999999E-01
atom   1.1002264605687218E+01 4.7485231894686786E+00 1.7628814019225538E+00 H 0.0 0.0 1.6974200000000000E-01 6.2478999999999996E-01 1.8277599999999999E-01
atom   6.2039080358237904E+00 9.1361283743485515E+00 1.3128294800783291E+00 H 0.0 0.0 -1.5142600000000001E-01 -6.9343100000000002E-01 -4.5935100000000001E-01
atom   1.1007218294289475E+01 2.8822778034494796E+00 1.9554402111087477E+00 C 0.0 0.0 -3.6239700000000002E-01 6.8158500000000000E-01 -1.1775580000000001E+00
atom   1.6080566497530666E+00 1.6046558707823917E+00 1.1203673742785873E+00 C 0.0 0.0 2.5879400000000002E-01 -7.5765700000000002E-01 1.1423330000000000E+00
atom   1.1675649976428938E+01 3.1383917136867865E+00 6.5053305023983210E+00 O 0.0 0.0 -2.0436799999999999E-01 6.4441700000000002E-01 1.3185100000000000E-01
atom   1.2102331105927941E+01 1.1775714441361851E+00 5.4218776018739776E+00 O 0.0 0.0 -1.3159299999999999E-01 4.6744999999999998E-01 1.0949570000000000E+00
atom   1.7026177837148982E+01 9.3353085263607500E+00 7.8034330622855821E+00 O 0.0 0.0 4.7789999999999999E-02 -7.2532300000000005E-01 -1.2018300000000000E-01
atom   1.2008789069304868E+01 1.8983256682580583E+00 8.8868908496671732E+00 O 0.0 0.0 -2.2623999999999998E-02 -1.7214099999999999E-01 -1.0812520000000001E+00
atom   1.1951735148995091E+01 1.7628814213947674E+00 4.6492791937437810E+00 H 0.0 0.0 -1.7010000000000000E-01 1.8327900000000000E-01 -6.2599300000000002E-01
atom   7.5684917359444626E+00 1.3128294811742778E+00 2.6167400697898840E-01 H 0.0 0.0 1.5239000000000000E-01 -4.5990500000000001E-01 6.9437599999999999E-01
atom   1.1946781453082457E+01 1.9554402383972116E+00 6.5155245805694593E+00 C 0.0 0.0 3.6174899999999999E-01 -1.1759830000000000E+00 -6.8386199999999997E-01
atom   1.2164343129321901E+01 1.1203674069180158E+00 7.7931465097390769E+00 C 0.0 0.0 -2.5882200000000000E-01 1.1431629999999999E+00 7.5904099999999997E-01
energy   -1.1166319039584760E+00
charge   0.0000000000000000E+00
end
begin
comment   oxalac_opt-QR-18-7817-3
lattice   1.0445399999999999E+01 0.0000000000000000E+00 0.0000000000000000E+00
lattice   5.6832796331430786E-16 9.2814999999999994E+00 0.0000000000000000E+00
lattice   2.2873340591074692E-16 2.2873340591074692E-16 3.7355000000000000E+00
atom   3.8670746793839976E+00 8.4339693874450017E+00 1.8456502216749999E+00 O 0.0 0.0 2.9837100000000000E-01 -6.7920700000000001E-01 2.7305200000000002E-01
atom   3.8911541466419961E+00 1.2224717482700000E+00 8.8889173544999855E-01 O 0.0 0.0 -7.1766399999999997E-01 -9.3547199999999997E-01 -6.2197000000000002E-02
atom   1.3555425930480045E+00 8.4765340680000245E-01 2.2123013135001490E-02 O 0.0 0.0 -2.9825800000000002E-01 6.8003599999999997E-01 -2.7353899999999998E-01
atom   1.3316555300579962E+00 8.0590950785299977E+00 9.7883984853500061E-01 O 0.0 0.0 7.1872599999999998E-01 9.3745900000000004E-01 6.1851999999999997E-02
atom   4.7953879824059964E+00 1.2063234233100089E+00 1.2686176002450011E+00 H 0.0 0.0 6.4717999999999998E-01 7.9600000000000004E-02 3.1048599999999998E-01
atom   4.2742169429400512E-01 8.0752433106749972E+00 5.9911398374000135E-01 H 0.0 0.0 -6.4736700000000003E-01 -7.9668000000000003E-02 -3.1056899999999998E-01
atom   3.3294464944019979E+00 3.6683736525004652E-02 1.2118219749499985E+00 C 0.0 0.0 3.9510999999999998E-02 1.3935869999999999E+00 -6.7239700000000002E-01
atom   1.8932888110500010E+00 9.2450121959399993E+00 6.5590718095999878E-01 C 0.0 0.0 -4.0258000000000002E-02 -1.3964220000000001E+00 6.7333500000000002E-01
atom   6.5783253206160026E+00 8.4753061255499873E-01 1.8456502216749999E+00 O 0.0 0.0 -2.9837100000000000E-01 6.7920700000000001E-01 2.7305200000000002E-01
atom   6.5542458533580046E+00 8.0590282517300000E+00 8.8889173544999855E-01 O 0.0 0.0 7.1766399999999997E-01 9.3547199999999997E-01 -6.2197000000000002E-02
atom   9.0898574069519942E+00 8.4338465931999966E+00 2.2123013135001490E-02 O 0.0 0.0 2.9825800000000002E-01 -6.8003599999999997E-01 -2.7353899999999998E-01
atom   9.1137444699420040E+00 1.2224049214700023E+00 9.7883984853500061E-01 O 0.0 0.0 -7.1872599999999998E-01 -9.3745900000000004E-01 6.1851999999999997E-02
atom   5.6500120175940038E+00 8.0751765766899979E+00 1.2686176002450011E+00 H 0.0 0.0 -6.4717999999999998E-01 -7.9600000000000004E-02 3.1048599999999998E-01
atom   1.0017978305706004E+01 1.2062566893250024E+00 5.9911398374000135E-01 H 0.0 0.0 6.4736700000000003E-01 7.9668000000000003E-02 -3.1056899999999998E-01
atom   7.1159535055980019E+00 9.2448162634750037E+00 1.2118219749499985E+00 C 0.0 0.0 -3.9510999999999998E-02 -1.3935869999999999E+00 -6.7239700000000002E-01
atom   8.5521111889499988E+00 3.6487804060000066E-02 6.5590718095999878E-01 C 0.0 0.0 4.0258000000000002E-02 1.3964220000000001E+00 6.7333500000000002E-01
atom   1.3556253206160032E+00 3.7932193874450011E+00 1.8898497783250001E+00 O 0.0 0.0 -2.9837100000000000E-01 -6.7920700000000001E-01 -2.7305200000000002E-01
atom   1.3315458533580042E+00 5.8632217482700000E+00 2.8466082645500013E+00 O 0.0 0.0 7.1766399999999997E-01 -9.3547199999999997E-01 6.2197000000000002E-02
atom   3.8671574069519963E+00 5.4884034068000025E+00 3.7133769868649984E+00 O 0.0 0.0 2.9825800000000002E-01 6.8003599999999997E-01 2.7353899999999998E-01
atom   3.8910444699420039E+00 3.4183450785299976E+00 2.7566601514649993E+00 O 0.0 0.0 -7.1872599999999998E-01 9.3745900000000004E-01 -6.1851999999999997E-02
atom   4.2731201759400367E-01 5.8470734233100004E+00 2.4668823997549989E+00 H 0.0 0.0 -6.4717999999999998E-01 7.9600000000000004E-02 -3.1048599999999998E-01
atom   4.7952783057060042E+00 3.4344933106749975E+00 3.1363860162599986E+00 H 0.0 0.0 6.4736700000000003E-01 -7.9668000000000003E-02 3.1056899999999998E-01
atom   1.8932535055980020E+00 4.6774337365250043E+00 2.5236780250500015E+00 C 0.0 0.0 -3.9510999999999998E-02 1.3935869999999999E+00 6.7239700000000002E-01
atom   3.3294111889499995E+00 4.6042621959399996E+00 3.0795928190400015E+00 C 0.0 0.0 4.0258000000000002E-02 -1.3964220000000001E+00 -6.7333500000000002E-01
atom   9.0897746793839964E+00 5.4882806125549983E+00 1.8898497783250001E+00 O 0.0 0.0 2.9837100000000000E-01 6.7920700000000001E-01 -2.7305200000000002E-01
atom   9.1138541466419962E+00 3.4182782517299994E+00 2.8466082645500013E+00 O 0.0 0.0 -7.1766399999999997E-01 9.3547199999999997E-01 6.2197000000000002E-02
atom   6.5782425930480040E+00 3.7930965931999978E+00 3.7133769868649984E+00 O 0.0 0.0 -2.9825800000000002E-01 -6.8003599999999997E-01 2.7353899999999998E-01
atom   6.5543555300579950E+00 5.8631549214700023E+00 2.7566601514649993E+00 O 0.0 0.0 7.1872599999999998E-01 -9.3745900000000004E-01 -6.1851999999999997E-02
atom   1.0018087982405996E+01 3.4344265766899991E+00 2.4668823997549989E+00 H 0.0 0.0 6.4717999999999998E-01 -7.9600000000000004E-02 -3.1048599999999998E-01
atom   5.6501216942939951E+00 5.8470066893250019E+00 3.1363860162599986E+00 H 0.0 0.0 -6.4736700000000003E-01 7.9668000000000003E-02 3.1056899999999998E-01
atom   8.5521464944019971E+00 4.6040662634750031E+00 2.5236780250500015E+00 C 0.0 0.0 3.9510999999999998E-02 -1.3935869999999999E+00 6.7239700000000002E-01
atom   7.1159888110500003E+00 4.6772378040599998E+00 3.0795928190400015E+00 C 0.0 0.0 -4.0258000000000002E-02 1.3964220000000001E+00 -6.7333500000000002E-01
energy   -3.1023622747246860E-01
charge   0.0000000000000000E+00
end
begin
comment   oxalac_opt-QR-61-10931-3
lattice   5.9438000000000004E+00 0.0000000000000000E+00 0.0000000000000000E+00
lattice   4.9254069614907391E-16 8.0437999999999992E+00 0.0000000000000000E+00
lattice   8.8020264041916864E-16 8.8020264041916864E-16 1.4374800000000000E+01
atom   1.3875443283239990E+00 3.6754820894900044E+00 1.1430691893324004E+01 O 0.0 0.0 4.0895500000000001E-01 -4.4577400000000000E-01 -2.6711299999999999E-01
atom   1.5795285928200342E-01 5.3808346943440020E+00 1.2314234519135995E+01 O 0.0 0.0 9.8143999999999995E-02 -1.2265690000000000E+00 -1.6078500000000001E-01
atom   4.5536687516020038E+00 3.5852136006340025E+00 1.3617710189820004E+01 O 0.0 0.0 -4.1315800000000003E-01 4.0725400000000000E-01 3.0559999999999998E-01
atom   5.7834282518700029E+00 1.8797014067880029E+00 1.2734383042260006E+01 O 0.0 0.0 -9.8077999999999999E-02 1.2487590000000000E+00 1.1086699999999999E-01
atom   8.0079699965600171E-01 5.8987731262700018E+00 1.1784475558547999E+01 H 0.0 0.0 2.8531499999999999E-01 6.9969599999999998E-01 -9.6145999999999995E-02
atom   5.1404710604199995E+00 1.3617106097239997E+00 1.3264112678256001E+01 H 0.0 0.0 -2.5753399999999999E-01 -7.4294000000000004E-01 1.1634400000000000E-01
atom   4.7905435061600021E-01 4.0820654521740005E+00 1.2124759417847995E+01 C 0.0 0.0 -7.9937899999999995E-01 9.5206999999999997E-01 5.2663099999999996E-01
atom   5.4621988499600018E+00 3.1786447167900040E+00 1.2923461974060000E+01 C 0.0 0.0 7.6145300000000005E-01 -8.4248199999999995E-01 -5.6181499999999995E-01
atom   4.5562556716760021E+00 4.3683179105099956E+00 2.9441081066759955E+00 O 0.0 0.0 -4.0895500000000001E-01 4.4577400000000000E-01 2.6711299999999999E-01
atom   5.7858471407179977E+00 2.6629653056559981E+00 2.0605654808640055E+00 O 0.0 0.0 -9.8143999999999995E-02 1.2265690000000000E+00 1.6078500000000001E-01
atom   1.3901312483979977E+00 4.4585863993659975E+00 7.5708981017999621E-01 O 0.0 0.0 4.1315800000000003E-01 -4.0725400000000000E-01 -3.0559999999999998E-01
atom   1.6037174812999927E-01 6.1640985932119969E+00 1.6404169577399939E+00 O 0.0 0.0 9.8077999999999999E-02 -1.2487590000000000E+00 -1.1086699999999999E-01
atom   5.1430030003439997E+00 2.1450268737299978E+00 2.5903244414520010E+00 H 0.0 0.0 -2.8531499999999999E-01 -6.9969599999999998E-01 9.6145999999999995E-02
atom   8.0332893957999696E-01 6.6820893902760004E+00 1.1106873217439988E+00 H 0.0 0.0 2.5753399999999999E-01 7.4294000000000004E-01 -1.1634400000000000E-01
atom   5.4647456493840014E+00 3.9617345478259995E+00 2.2500405821520046E+00 C 0.0 0.0 7.9937899999999995E-01 -9.5206999999999997E-01 -5.2663099999999996E-01
atom   4.8160115003999471E-01 4.8651552832100036E+00 1.4513380259399997E+00 C 0.0 0.0 -7.6145300000000005E-01 8.4248199999999995E-01 5.6181499999999995E-01
atom   4.5562556716760039E+00 7.6973820894900040E+00 1.0131508106675996E+01 O 0.0 0.0 -4.0895500000000001E-01 -4.4577400000000000E-01 2.6711299999999999E-01
atom   5.7858471407179985E+00 1.3589346943440022E+00 9.2479654808640053E+00 O 0.0 0.0 -9.8143999999999995E-02 -1.2265690000000000E+00 1.6078500000000001E-01
atom   1.3901312483979984E+00 7.6071136006340021E+00 7.9444898101799968E+00 O 0.0 0.0 4.1315800000000003E-01 4.0725400000000000E-01 -3.0559999999999998E-01
atom   1.6037174812999966E-01 5.9016014067880027E+00 8.8278169577399943E+00 O 0.0 0.0 9.8077999999999999E-02 1.2487590000000000E+00 -1.1086699999999999E-01
atom   5.1430030003440006E+00 1.8768731262700022E+00 9.7777244414520013E+00 H 0.0 0.0 -2.8531499999999999E-01 6.9969599999999998E-01 9.6145999999999995E-02
atom   8.0332893957999729E-01 5.3836106097239993E+00 8.2980873217439992E+00 H 0.0 0.0 2.5753399999999999E-01 -7.4294000000000004E-01 -1.1634400000000000E-01
atom   5.4647456493840023E+00 6.0165452174000711E-02 9.4374405821520053E+00 C 0.0 0.0 7.9937899999999995E-01 9.5206999999999997E-01 -5.2663099999999996E-01
atom   4.8160115003999532E-01 7.2005447167899961E+00 8.6387380259400004E+00 C 0.0 0.0 -7.6145300000000005E-01 -8.4248199999999995E-01 5.6181499999999995E-01
atom   1.3875443283239983E+00 3.4641791051000365E-01 4.2432918933240042E+00 O 0.0 0.0 4.0895500000000001E-01 4.4577400000000000E-01 -2.6711299999999999E-01
atom   1.5795285928200306E-01 6.6848653056559977E+00 5.1268345191359952E+00 O 0.0 0.0 9.8143999999999995E-02 1.2265690000000000E+00 -1.6078500000000001E-01
