id,spacegroup,density,energy,minimization_step,trial_number,minimization_time,metadata
oxalac_opt-QR-43-6691-3,43,1.8519,-89.7043,3,6691,2.935353994369507,
oxalac_opt-QR-14-9788-3,14,1.8768,-89.6809,3,9788,2.2308921813964844,
oxalac_opt-QR-4-487-3,4,1.9084,-89.6793,3,487,1.5667591094970703,
oxalac_opt-QR-2-12509-3,2,1.8836,-89.6523,3,12509,5.521137475967407,
oxalac_opt-QR-14-4466-3,14,1.9043,-89.6494,3,4466,7.835929870605469,
oxalac_opt-QR-14-8215-3,14,1.8451,-89.6466,3,8215,4.829450845718384,
oxalac_opt-QR-15-15790-3,15,1.833,-89.6412,3,15790,7.452500820159912,
oxalac_opt-QR-2-10950-3,2,1.8833,-89.6195,3,10950,1.272580623626709,
oxalac_opt-QR-14-13516-3,14,1.8705,-89.6172,3,13516,1.975780963897705,
oxalac_opt-QR-2-4264-3,2,1.8823,-89.6042,3,4264,4.864168405532837,
oxalac_opt-QR-14-13259-3,14,1.8814,-89.4803,3,13259,4.339033365249634,
oxalac_opt-QR-14-5617-3,14,1.8801,-89.2283,3,5617,2.1299314498901367,
oxalac_opt-QR-33-1951-3,33,1.8384,-89.1239,3,1951,3.5347959995269775,
oxalac_opt-QR-15-2460-3,15,1.8516,-89.0866,3,2460,2.0930824279785156,
oxalac_opt-QR-13-20038-3,13,1.8077,-89.0338,3,20038,2.4281880855560303,
oxalac_opt-QR-14-2933-3,14,1.8593,-89.0058,3,2933,1.8772830963134766,
oxalac_opt-QR-80-13654-3,80,1.7576,-88.9905,3,13654,1.908583641052246,
oxalac_opt-QR-15-305-3,15,1.838,-88.8742,3,305,6.406850576400757,
oxalac_opt-QR-61-9664-3,61,1.8892,-88.8451,3,9664,32.93215537071228,
oxalac_opt-QR-14-10272-3,14,1.8486,-88.8302,3,10272,2.974409818649292,
oxalac_opt-QR-7-7967-3,7,1.8689,-88.8278,3,7967,17.589096546173096,
oxalac_opt-QR-15-11945-3,15,1.8299,-88.802,3,11945,27.17885136604309,
oxalac_opt-QR-88-18248-3,88,1.7597,-88.7695,3,18248,10.934045553207397,
oxalac_opt-QR-56-8114-3,56,1.8939,-88.754,3,8114,31.22307825088501,
oxalac_opt-QR-14-4468-3,14,1.907,-88.7135,3,4468,5.677464485168457,
oxalac_opt-QR-5-6513-3,5,1.8077,-88.7125,3,6513,11.120559453964233,
oxalac_opt-QR-14-9499-3,14,1.8666,-88.5823,3,9499,2.973372220993042,
oxalac_opt-QR-14-12061-3,14,1.8618,-88.4765,3,12061,1.9356136322021484,
oxalac_opt-QR-14-1617-3,14,1.8683,-88.4372,3,1617,5.930185079574585,
oxalac_opt-QR-15-7413-3,15,1.8534,-88.4197,3,7413,5.005271911621094,
oxalac_opt-QR-15-1360-3,15,1.8525,-88.3987,3,1360,6.4563069343566895,
oxalac_opt-QR-29-11214-3,29,1.8311,-88.3892,3,11214,2.773754835128784,
oxalac_opt-QR-41-10033-3,41,1.8356,-88.3832,3,10033,2.235403537750244,
oxalac_opt-QR-76-2847-3,76,1.8591,-88.3606,3,2847,1.8769571781158447,
oxalac_opt-QR-19-10345-3,19,1.8385,-88.3468,3,10345,1.7536978721618652,
oxalac_opt-QR-15-3875-3,15,1.8192,-88.3391,3,3875,11.862971305847168,
oxalac_opt-QR-61-409-3,61,1.8703,-88.3028,3,409,6.677375793457031,
oxalac_opt-QR-43-12968-3,43,1.8245,-88.2804,3,12968,3.5449650287628174,
oxalac_opt-QR-4-1562-3,4,1.9232,-88.2359,3,1562,1.156830072402954,
oxalac_opt-QR-14-4547-3,14,1.8906,-88.1859,3,4547,2.8743271827697754,
oxalac_opt-QR-61-150-3,61,1.83,-88.1104,3,150,14.04236626625061,
oxalac_opt-QR-7-10657-3,7,1.9285,-88.0723,3,10657,5.0170276165008545,
oxalac_opt-QR-14-7592-3,14,1.9188,-88.0722,3,7592,5.729899883270264,
oxalac_opt-QR-13-24222-3,13,1.8665,-88.0656,3,24222,2.1854827404022217,
oxalac_opt-QR-14-4720-3,14,1.8579,-88.0271,3,4720,2.02339768409729,
oxalac_opt-QR-43-10503-3,43,1.8333,-87.9489,3,10503,2.8199057579040527,
oxalac_opt-QR-14-3028-3,14,1.8291,-87.9297,3,3028,1.9237842559814453,
oxalac_opt-QR-96-11281-3,96,1.8955,-87.9271,3,11281,5.694461107254028,
oxalac_opt-QR-14-625-3,14,1.8379,-87.9113,3,625,3.5817630290985107,
oxalac_opt-QR-13-2280-3,13,1.8596,-87.8297,3,2280,1.7732276916503906,
oxalac_opt-QR-43-18967-3,43,1.8298,-87.8083,3,18967,3.416417121887207,
oxalac_opt-QR-7-4253-3,7,1.9231,-87.7921,3,4253,1.2581257820129395,
oxalac_opt-QR-14-9205-3,14,1.8618,-87.7864,3,9205,2.4711902141571045,
oxalac_opt-QR-15-17818-3,15,1.8677,-87.7529,3,17818,8.351379156112671,
oxalac_opt-QR-15-17586-3,15,1.8042,-87.7329,3,17586,2.384861946105957,
oxalac_opt-QR-4-4858-3,4,1.8771,-87.6921,3,4858,1.2070894241333008,
oxalac_opt-QR-15-16560-3,15,1.8526,-87.6874,3,16560,5.8623046875,
oxalac_opt-QR-15-13086-3,15,1.9199,-87.6842,3,13086,4.816340684890747,
oxalac_opt-QR-5-4739-3,5,1.8076,-87.6684,3,4739,2.2135066986083984,
oxalac_opt-QR-61-9606-3,61,1.9135,-87.6369,3,9606,24.33008599281311,
oxalac_opt-QR-14-9283-3,14,1.8037,-87.5869,3,9283,1.7755258083343506,
oxalac_opt-QR-61-4441-3,61,1.8686,-87.5816,3,4441,19.430960416793823,
oxalac_opt-QR-29-12630-3,29,1.7839,-87.5717,3,12630,5.3333539962768555,
oxalac_opt-QR-96-9969-3,96,1.846,-87.5555,3,9969,20.814362049102783,
oxalac_opt-QR-4-7851-3,4,1.9643,-87.5028,3,7851,1.1426234245300293,
oxalac_opt-QR-33-11250-3,33,1.8461,-87.4882,3,11250,1.9787919521331787,
oxalac_opt-QR-15-11634-3,15,1.8753,-87.4419,3,11634,3.99038028717041,
oxalac_opt-QR-9-6332-3,9,1.8133,-87.4357,3,6332,4.956318378448486,
oxalac_opt-QR-14-2920-3,14,1.8704,-87.4337,3,2920,4.388782739639282,
oxalac_opt-QR-9-7030-3,9,1.8621,-87.3957,3,7030,2.9189412593841553,
oxalac_opt-QR-15-18107-3,15,1.8355,-87.3927,3,18107,11.14389944076538,
oxalac_opt-QR-7-4665-3,7,1.855,-87.3896,3,4665,6.417783975601196,
oxalac_opt-QR-13-7594-3,13,1.8536,-87.3467,3,7594,4.47807765007019,
oxalac_opt-QR-13-12476-3,13,1.8492,-87.3237,3,12476,1.932551622390747,
oxalac_opt-QR-9-8813-3,9,1.8295,-87.3045,3,8813,5.868370056152344,
oxalac_opt-QR-15-18037-3,15,1.8736,-87.2971,3,18037,7.952414035797119,
oxalac_opt-QR-43-1418-3,43,1.8106,-87.2664,3,1418,3.184767484664917,
oxalac_opt-QR-5-2386-3,5,1.8311,-87.2483,3,2386,1.4934051036834717,
oxalac_opt-QR-15-9628-3,15,1.8215,-87.2241,3,9628,2.4061098098754883,
oxalac_opt-QR-14-2001-3,14,1.8482,-87.208,3,2001,3.1259801387786865,
oxalac_opt-QR-7-4737-3,7,1.9383,-87.1826,3,4737,3.5678868293762207,
oxalac_opt-QR-41-7579-3,41,1.8138,-87.179,3,7579,2.3913192749023438,
oxalac_opt-QR-14-10218-3,14,1.8828,-87.1645,3,10218,2.121621608734131,
oxalac_opt-QR-14-2886-3,14,1.9046,-87.0894,3,2886,2.272671937942505,
oxalac_opt-QR-33-9762-3,33,1.8035,-87.0831,3,9762,1.8064842224121094,
oxalac_opt-QR-14-1833-3,14,1.9145,-87.06,3,1833,2.2292566299438477,
oxalac_opt-QR-7-1223-3,7,1.8347,-87.0556,3,1223,1.1553490161895752,
oxalac_opt-QR-19-6914-3,19,1.8398,-87.0155,3,6914,2.070146083831787,
oxalac_opt-QR-9-6664-3,9,1.8056,-87.0088,3,6664,1.659703016281128,
oxalac_opt-QR-15-16361-3,15,1.8135,-86.9286,3,16361,2.4982757568359375,
oxalac_opt-QR-14-5500-3,14,1.8293,-86.9228,3,5500,21.70351767539978,
oxalac_opt-QR-14-6468-3,14,1.8533,-86.9155,3,6468,2.222778797149658,
oxalac_opt-QR-29-4012-3,29,1.8708,-86.9103,3,4012,6.861601829528809,
oxalac_opt-QR-61-3357-3,61,1.9024,-86.8979,3,3357,4.3027184009552,
oxalac_opt-QR-14-7864-3,14,1.8166,-86.7744,3,7864,2.1847145557403564,
oxalac_opt-QR-7-7232-3,7,1.9066,-86.7561,3,7232,1.4697482585906982,
oxalac_opt-QR-43-8580-3,43,1.789,-86.7487,3,8580,2.431103229522705,
oxalac_opt-QR-7-87-3,7,1.8272,-86.7476,3,87,4.1231794357299805,
oxalac_opt-QR-29-9756-3,29,1.8026,-86.7309,3,9756,4.743072986602783,
oxalac_opt-QR-15-7013-3,15,1.8152,-86.715,3,7013,8.368949174880981,
oxalac_opt-QR-43-21602-3,43,1.8146,-86.6914,3,21602,3.289456844329834,
oxalac_opt-QR-15-2778-3,15,1.7865,-86.633,3,2778,2.3015427589416504,
oxalac_opt-QR-19-5590-3,19,1.8039,-86.6097,3,5590,2.120396137237549,
oxalac_opt-QR-14-5757-3,14,1.8581,-86.6095,3,5757,4.685688495635986,
oxalac_opt-QR-14-2926-3,14,1.7714,-86.6011,3,2926,6.481257677078247,
oxalac_opt-QR-14-8954-3,14,1.8814,-86.5652,3,8954,5.779923915863037,
oxalac_opt-QR-43-21295-3,43,1.7632,-86.558,3,21295,2.75240421295166,
oxalac_opt-QR-14-12133-3,14,1.8368,-86.547,3,12133,4.383606195449829,
oxalac_opt-QR-14-13587-3,14,1.8519,-86.5227,3,13587,2.143843173980713,
oxalac_opt-QR-13-24655-3,13,1.8421,-86.4327,3,24655,5.88046932220459,
oxalac_opt-QR-15-7565-3,15,1.8048,-86.4041,3,7565,11.602225065231323,
oxalac_opt-QR-29-1560-3,29,1.8477,-86.3905,3,1560,2.0275304317474365,
oxalac_opt-QR-14-13118-3,14,1.8604,-86.3724,3,13118,1.9374167919158936,
oxalac_opt-QR-14-5817-3,14,1.9077,-86.3602,3,5817,8.69295597076416,
oxalac_opt-QR-15-14292-3,15,1.8411,-86.3546,3,14292,2.155717611312866,
oxalac_opt-QR-148-12522-3,148,1.6598,-86.3379,3,12522,3.905388116836548,
oxalac_opt-QR-76-2661-3,76,1.9235,-86.3066,3,2661,5.529442548751831,
oxalac_opt-QR-43-21594-3,43,1.8607,-86.2566,3,21594,5.575043201446533,
oxalac_opt-QR-29-12619-3,29,1.8957,-86.2402,3,12619,3.376723051071167,
oxalac_opt-QR-9-7742-3,9,1.7579,-86.2178,3,7742,3.4247171878814697,
oxalac_opt-QR-14-12329-3,14,1.8428,-86.19,3,12329,9.835769176483154,
oxalac_opt-QR-33-1405-3,33,1.8821,-86.1862,3,1405,2.5849924087524414,
oxalac_opt-QR-43-21189-3,43,1.8074,-86.1827,3,21189,3.355025053024292,
oxalac_opt-QR-60-19349-3,60,1.846,-86.1478,3,19349,12.392655849456787,
oxalac_opt-QR-19-5579-3,19,1.8438,-86.1382,3,5579,10.248819828033447,
oxalac_opt-QR-13-9091-3,13,1.8234,-86.1303,3,9091,9.645975112915039,
oxalac_opt-QR-15-1657-3,15,1.8578,-86.117,3,1657,6.483387231826782,
oxalac_opt-QR-5-14611-3,5,1.7917,-86.1136,3,14611,3.9198412895202637,
oxalac_opt-QR-43-3654-3,43,1.8,-86.1135,3,3654,2.709913969039917,
oxalac_opt-QR-15-5695-3,15,1.7972,-86.1025,3,5695,2.4903697967529297,
oxalac_opt-QR-15-5357-3,15,1.8474,-86.0968,3,5357,2.3955905437469482,
oxalac_opt-QR-61-11999-3,61,1.8414,-86.0658,3,11999,4.198434591293335,
oxalac_opt-QR-88-10724-3,88,1.6839,-86.0484,3,10724,6.314375400543213,
oxalac_opt-QR-5-10776-3,5,1.7545,-86.0238,3,10776,2.0667238235473633,
oxalac_opt-QR-88-9458-3,88,1.7779,-86.0196,3,9458,4.129727840423584,
oxalac_opt-QR-15-1711-3,15,1.8207,-86.0111,3,1711,6.1933605670928955,
oxalac_opt-QR-5-19776-3,5,1.8054,-86.0085,3,19776,2.7202320098876953,
oxalac_opt-QR-29-11304-3,29,1.8564,-86.0053,3,11304,7.434575080871582,
oxalac_opt-QR-14-7577-3,14,1.8725,-85.9628,3,7577,10.987982273101807,
oxalac_opt-QR-43-7622-3,43,1.8391,-85.9562,3,7622,2.8394980430603027,
oxalac_opt-QR-18-3548-3,18,1.8071,-85.9501,3,3548,1.7808263301849365,
oxalac_opt-QR-19-11103-3,19,1.859,-85.95,3,11103,8.938751220703125,
oxalac_opt-QR-41-11316-3,41,1.8185,-85.9384,3,11316,3.246948480606079,
oxalac_opt-QR-14-4863-3,14,1.8636,-85.9139,3,4863,2.322144031524658,
oxalac_opt-QR-15-17951-3,15,1.7909,-85.885,3,17951,7.404941558837891,
oxalac_opt-QR-60-12040-3,60,1.766,-85.8484,3,12040,4.332044363021851,
oxalac_opt-QR-61-8862-3,61,1.8099,-85.7951,3,8862,3.6411569118499756,
oxalac_opt-QR-30-1039-3,30,1.8318,-85.7872,3,1039,1.523266315460205,
oxalac_opt-QR-14-13556-3,14,1.7013,-85.7847,3,13556,1.877143144607544,
oxalac_opt-QR-5-16636-3,5,1.7785,-85.6592,3,16636,1.2533478736877441,
oxalac_opt-QR-19-10776-3,19,1.8385,-85.6424,3,10776,10.197652101516724,
oxalac_opt-QR-15-8077-3,15,1.7544,-85.6388,3,8077,2.1831116676330566,
oxalac_opt-QR-56-14205-3,56,1.7746,-85.6352,3,14205,4.283112049102783,
oxalac_opt-QR-61-5926-3,61,1.8454,-85.6121,3,5926,4.524555683135986,
oxalac_opt-QR-88-16306-3,88,1.6911,-85.6066,3,16306,5.18482780456543,
oxalac_opt-QR-9-11235-3,9,1.7249,-85.5994,3,11235,2.61165189743042,
oxalac_opt-QR-61-10433-3,61,1.8533,-85.5582,3,10433,15.354362964630127,
oxalac_opt-QR-19-6812-3,19,1.8919,-85.5267,3,6812,4.632885456085205,
oxalac_opt-QR-76-6984-3,76,1.6831,-85.4362,3,6984,2.123063325881958,
oxalac_opt-QR-56-2695-3,56,1.7611,-85.4135,3,2695,3.778441905975342,
oxalac_opt-QR-15-6481-3,15,1.8178,-85.4104,3,6481,2.8414018154144287,
oxalac_opt-QR-14-7520-3,14,1.8439,-85.4101,3,7520,8.595022916793823,
oxalac_opt-QR-41-2695-3,41,1.7922,-85.4097,3,2695,2.6199026107788086,
oxalac_opt-QR-19-3339-3,19,1.8946,-85.405,3,3339,11.649126529693604,
oxalac_opt-QR-61-14629-3,61,1.7291,-85.3746,3,14629,3.8774144649505615,
oxalac_opt-QR-14-7702-3,14,1.7941,-85.3493,3,7702,2.089611530303955,
oxalac_opt-QR-33-5514-3,33,1.8744,-85.3471,3,5514,2.3230555057525635,
oxalac_opt-QR-61-10655-3,61,1.835,-85.3311,3,10655,3.574235677719116,
oxalac_opt-QR-43-3385-3,43,1.8034,-85.2795,3,3385,4.5111243724823,
oxalac_opt-QR-45-7569-3,45,1.8894,-85.2378,3,7569,2.345038652420044,
oxalac_opt-QR-54-11060-3,54,1.8762,-85.225,3,11060,12.33473801612854,
oxalac_opt-QR-60-1128-3,60,1.7964,-85.2201,3,1128,14.053498029708862,
oxalac_opt-QR-60-690-3,60,1.874,-85.2166,3,690,11.856372117996216,
oxalac_opt-QR-60-2668-3,60,1.8235,-85.2145,3,2668,8.685319900512695,
oxalac_opt-QR-15-4657-3,15,1.8039,-85.1988,3,4657,2.5512335300445557,
oxalac_opt-QR-43-3704-3,43,1.8017,-85.1615,3,3704,2.626720905303955,
oxalac_opt-QR-61-5601-3,61,1.7201,-85.1096,3,5601,4.383588075637817,
oxalac_opt-QR-147-13378-3,147,1.6482,-85.109,3,13378,2.3758621215820312,
oxalac_opt-QR-85-4694-3,85,1.6653,-85.1075,3,4694,4.633204460144043,
oxalac_opt-QR-14-10789-3,14,1.8066,-85.0725,3,10789,2.3256311416625977,
oxalac_opt-QR-60-6035-3,60,1.7539,-85.0675,3,6035,17.614420652389526,
oxalac_opt-QR-148-9350-3,148,1.6465,-85.0344,3,9350,3.595078229904175,
oxalac_opt-QR-41-8730-3,41,1.7987,-84.9555,3,8730,2.171499013900757,
oxalac_opt-QR-15-16144-3,15,1.7893,-84.9531,3,16144,2.2929255962371826,
oxalac_opt-QR-15-11496-3,15,1.7903,-84.9394,3,11496,3.4410550594329834,
oxalac_opt-QR-15-19222-3,15,1.8031,-84.9361,3,19222,6.906117916107178,
oxalac_opt-QR-61-14643-3,61,1.8198,-84.9263,3,14643,4.090430498123169,
oxalac_opt-QR-15-20442-3,15,1.803,-84.9045,3,20442,5.956545829772949,
oxalac_opt-QR-15-3744-3,15,1.7595,-84.904,3,3744,2.248208999633789,
oxalac_opt-QR-15-17026-3,15,1.8157,-84.9004,3,17026,16.47721529006958,
oxalac_opt-QR-15-4642-3,15,1.8818,-84.8902,3,4642,4.35655665397644,
oxalac_opt-QR-15-20654-3,15,1.8655,-84.8829,3,20654,2.298739194869995,
oxalac_opt-QR-19-3293-3,19,1.8458,-84.8733,3,3293,6.68087100982666,
oxalac_opt-QR-14-2136-3,14,1.8886,-84.8693,3,2136,5.578979730606079,
oxalac_opt-QR-43-8345-3,43,1.7883,-84.8655,3,8345,5.085504770278931,
oxalac_opt-QR-171-232-3,171,1.6601,-84.8584,3,232,2.9274585247039795,
oxalac_opt-QR-15-5068-3,15,1.8074,-84.844,3,5068,11.104922771453857,
oxalac_opt-QR-19-1758-3,19,1.8461,-84.8196,3,1758,13.045222759246826,
oxalac_opt-QR-15-7924-3,15,1.7742,-84.8042,3,7924,3.447509527206421,
oxalac_opt-QR-15-13463-3,15,1.7921,-84.7844,3,13463,11.915336847305298,
oxalac_opt-QR-9-5510-3,9,1.7306,-84.7519,3,5510,4.913554906845093,
oxalac_opt-QR-20-9875-3,20,1.7701,-84.7483,3,9875,8.811745166778564,
oxalac_opt-QR-41-10701-3,41,1.7796,-84.6853,3,10701,4.444135665893555,
oxalac_opt-QR-169-1512-3,169,1.61,-84.6596,3,1512,4.430422306060791,
oxalac_opt-QR-20-8938-3,20,1.8849,-84.633,3,8938,2.3858377933502197,
oxalac_opt-QR-33-5760-3,33,1.7111,-84.6219,3,5760,1.6884794235229492,
oxalac_opt-QR-15-7090-3,15,1.8001,-84.6049,3,7090,2.2883994579315186,
oxalac_opt-QR-5-9574-3,5,1.753,-84.5933,3,9574,2.97478985786438,
oxalac_opt-QR-61-7256-3,61,1.8608,-84.5722,3,7256,3.925901174545288,
oxalac_opt-QR-61-15-3,61,1.9118,-84.4939,3,15,3.7851929664611816,
oxalac_opt-QR-15-7486-3,15,1.866,-84.4911,3,7486,13.375272512435913,
oxalac_opt-QR-20-16057-3,20,1.7613,-84.4758,3,16057,9.904070854187012,
oxalac_opt-QR-5-3257-3,5,1.8047,-84.4655,3,3257,4.608518362045288,
oxalac_opt-QR-19-1510-3,19,1.8697,-84.4461,3,1510,11.192955255508423,
oxalac_opt-QR-86-10390-3,86,1.7687,-84.4292,3,10390,4.180275201797485,
oxalac_opt-QR-15-18379-3,15,1.7352,-84.4083,3,18379,2.392146587371826,
oxalac_opt-QR-14-970-3,14,1.8824,-84.3488,3,970,3.6745033264160156,
oxalac_opt-QR-5-14664-3,5,1.7446,-84.3481,3,14664,1.7590785026550293,
oxalac_opt-QR-43-10885-3,43,1.771,-84.3357,3,10885,3.8417515754699707,
oxalac_opt-QR-14-4287-3,14,1.7145,-84.2851,3,4287,2.1249043941497803,
oxalac_opt-QR-43-7916-3,43,1.7164,-84.2783,3,7916,7.39800763130188,
oxalac_opt-QR-15-1438-3,15,1.7253,-84.2781,3,1438,2.0906498432159424,
oxalac_opt-QR-13-15967-3,13,1.7329,-84.2628,3,15967,1.974982500076294,
oxalac_opt-QR-15-8207-3,15,1.8615,-84.2477,3,8207,5.860064744949341,
oxalac_opt-QR-15-15479-3,15,1.7745,-84.2336,3,15479,3.247703790664673,
oxalac_opt-QR-15-19913-3,15,1.8015,-84.2267,3,19913,3.111781597137451,
oxalac_opt-QR-148-10542-3,148,1.6271,-84.1966,3,10542,4.371924638748169,
oxalac_opt-QR-29-6984-3,29,1.8236,-84.1905,3,6984,4.976701498031616,
oxalac_opt-QR-18-11516-3,18,1.7725,-84.1825,3,11516,1.9758400917053223,
oxalac_opt-QR-33-4561-3,33,1.76,-84.1413,3,4561,1.8844122886657715,
oxalac_opt-QR-5-11260-3,5,1.7635,-84.1298,3,11260,1.7691295146942139,
oxalac_opt-QR-61-7443-3,61,1.8269,-84.1007,3,7443,4.034901857376099,
oxalac_opt-QR-13-15574-3,13,1.7826,-84.0735,3,15574,2.0244181156158447,
oxalac_opt-QR-9-3006-3,9,1.7035,-84.0206,3,3006,1.2512338161468506,
oxalac_opt-QR-60-17909-3,60,1.8176,-83.993,3,17909,3.3699605464935303,
oxalac_opt-QR-52-21638-3,52,1.7631,-83.978,3,21638,3.323178768157959,
oxalac_opt-QR-4-4308-3,4,1.762,-83.9732,3,4308,1.1507954597473145,
oxalac_opt-QR-14-4958-3,14,1.7193,-83.9545,3,4958,2.274254083633423,
oxalac_opt-QR-15-17799-3,15,1.7922,-83.9363,3,17799,6.498229503631592,
oxalac_opt-QR-19-7986-3,19,1.8684,-83.9289,3,7986,10.043235778808594,
oxalac_opt-QR-9-6537-3,9,1.7256,-83.9208,3,6537,1.5066585540771484,
oxalac_opt-QR-15-12113-3,15,1.7774,-83.9154,3,12113,3.8017802238464355,
oxalac_opt-QR-60-7256-3,60,1.7244,-83.9091,3,7256,3.8441002368927,
oxalac_opt-QR-4-2441-3,4,1.76,-83.9022,3,2441,1.4128789901733398,
oxalac_opt-QR-43-9782-3,43,1.7124,-83.8922,3,9782,2.9423134326934814,
oxalac_opt-QR-14-7167-3,14,1.73,-83.8914,3,7167,5.033313751220703,
oxalac_opt-QR-15-13962-3,15,1.7403,-83.8912,3,13962,3.289949893951416,
oxalac_opt-QR-14-1482-3,14,1.8526,-83.882,3,1482,2.4248673915863037,
oxalac_opt-QR-29-3664-3,29,1.8078,-83.8448,3,3664,1.8846535682678223,
oxalac_opt-QR-5-10009-3,5,1.7239,-83.8026,3,10009,1.2435553073883057,
oxalac_opt-QR-19-9547-3,19,1.8572,-83.7663,3,9547,1.9312925338745117,
oxalac_opt-QR-7-2765-3,7,1.8485,-83.754,3,2765,3.525453567504883,
