structure,zprime,energy,uncertainty,raw_energy,PBE_energy,diff,rel_energy,rel_PBE_energy,rel_diff
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-2284.res,4,-5163.643056,1.293498859,-214.0696108,-5164.969582,-1.326526004,0.813196305,1.686735643,0.873539337
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-2335.res,4,-5160.964718,1.313866459,-213.9585747,-5162.416644,-1.451925831,3.491534653,4.239674164,0.74813951
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-2341.res,4,-5161.834153,1.210950277,-213.9946189,-5163.156304,-1.322150635,2.622099472,3.500014178,0.877914706
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-2386.res,4,-5162.001502,1.404119031,-214.0015567,-5163.614224,-1.612722016,2.454750619,3.042093944,0.587343325
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-2400.res,4,-5161.72389,1.319068382,-213.9900478,-5163.515374,-1.791483711,2.732362476,3.140944106,0.40858163
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-2401.res,4,-5163.507256,1.41874017,-214.0639809,-5163.64819,-0.14093419,0.948996588,3.008127739,2.05913115
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-2426.res,4,-5162.170981,1.3621894,-214.0085828,-5163.202378,-1.031396671,2.285271603,3.453940273,1.16866867
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-2459.res,4,-5162.199558,1.442134473,-214.0097676,-5164.225925,-2.026367243,2.256694917,2.430393014,0.173698098
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-2601.res,4,-5164.561702,1.224888452,-214.1076952,-5164.065905,0.495796249,-0.10544914,2.59041245,2.695861589
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-2643.res,4,-5161.531022,1.131916615,-213.982052,-5162.028634,-0.497611657,2.925230596,4.62768428,1.702453684
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-2659.res,4,-5162.082766,1.050693904,-214.0049257,-5162.539324,-0.456558033,2.373486752,4.11699406,1.743507308
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-2766.res,4,-5159.858538,1.157479919,-213.9127157,-5162.302424,-2.443886382,4.597714512,4.353893471,-0.243821041
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-2902.res,4,-5163.232016,1.647443579,-214.0525703,-5162.727323,0.504692827,1.224236924,3.928995092,2.704758167
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-2918.res,4,-5161.280454,1.356931844,-213.9716642,-5161.985474,-0.705019842,3.175798107,4.670843605,1.495045498
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-3094.res,4,-5160.827004,0.865752159,-213.9528655,-5161.906602,-1.079597887,3.629248549,4.749716002,1.120467453
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-3127.res,4,-5158.239311,1.11090636,-213.8455873,-5160.712739,-2.473427967,6.216941269,5.943578643,-0.273362626
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-3133.res,4,-5159.350218,1.129201143,-213.8916422,-5161.857406,-2.507187138,5.106033969,4.798912172,-0.307121797
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-3150.res,4,-5160.163823,1.125016603,-213.9253719,-5162.489012,-2.325189026,4.292429768,4.167306082,-0.125123686
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-3219.res,4,-5157.617428,0.97407971,-213.8198058,-5160.985553,-3.368124605,6.838824012,5.670764748,-1.168059264
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-3268.res,4,-5158.22604,0.928277643,-213.8450371,-5160.93499,-2.708950102,6.230212393,5.721327632,-0.508884761
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-3293.res,4,-5159.114991,0.759682038,-213.8818904,-5160.754378,-1.639387324,5.341261668,5.901939685,0.560678017
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-3386.res,4,-5157.399201,0.923864768,-213.8107588,-5159.559667,-2.160465898,7.057050989,7.096650432,0.039599442
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-3416.res,4,-5157.546191,0.871637375,-213.8168525,-5159.13587,-1.589679268,6.910061358,7.520447431,0.610386073
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-3421.res,4,-5159.291983,0.926863872,-213.889228,-5160.429581,-1.137597957,5.164269344,6.226736728,1.062467384
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-3537.res,4,-5155.983628,1.105846704,-213.7520732,-5160.360368,-4.376739628,8.472624509,6.295950222,-2.176674287
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-3636.res,4,-5161.749302,0.814444795,-213.9911013,-5162.366977,-0.617674805,2.706950405,4.28934094,1.582390536
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-3657.res,4,-5158.368705,1.158367352,-213.8509515,-5161.631729,-3.263024841,6.087547912,5.024588412,-1.0629595
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-3662.res,4,-5158.272222,1.224812206,-213.8469517,-5161.500589,-3.228366962,6.184030451,5.155728829,-1.028301622
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-3750.res,4,-5156.532549,0.741235837,-213.7748299,-5158.42492,-1.892371127,7.923703276,8.231397489,0.307694213
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-3760.res,4,-5156.812257,0.588647198,-213.7864258,-5159.607416,-2.795159274,7.643995474,7.048901541,-0.595093933
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-3882.res,4,-5155.858803,0.698750287,-213.7468983,-5158.780445,-2.92164163,8.597449542,7.875873253,-0.72157629
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-3965.res,4,-5159.269227,0.709256574,-213.8882846,-5160.368931,-1.099704056,5.187025384,6.287386669,1.100361285
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4012.res,4,-5159.311435,1.028813462,-213.8900344,-5161.534999,-2.223564104,5.144817072,5.121318309,-0.023498763
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4014.res,4,-5158.337592,0.838235101,-213.8496617,-5160.968571,-2.630978978,6.11866004,5.687746403,-0.430913637
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4019.res,4,-5158.156483,0.874485916,-213.8421535,-5160.785347,-2.62886317,6.299769108,5.870971278,-0.428797829
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4076.res,4,-5160.155803,0.701988024,-213.9250395,-5160.09438,0.061423786,4.300449138,6.561938265,2.261489127
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4104.res,4,-5159.728453,0.995542852,-213.9073227,-5160.536791,-0.808338035,4.727799532,6.119526838,1.391727306
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4194.res,4,-5158.519392,0.432307147,-213.8571986,-5158.515766,0.003625839,5.936860568,8.140551748,2.20369118
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4216.res,4,-5158.095763,0.652407003,-213.8396362,-5157.988665,0.107098553,6.360489261,8.667653154,2.307163893
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4536.res,4,-5156.860528,0.8362456,-213.7884269,-5158.573801,-1.713273648,7.595724625,8.082516318,0.486791693
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4544.res,4,-5156.239393,0.822831724,-213.7626765,-5158.339991,-2.100597689,8.216859341,8.316326993,0.099467651
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4545.res,4,-5157.013834,1.03557831,-213.7947826,-5159.430824,-2.416989754,7.442418429,7.225494017,-0.216924413
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4596.res,4,-5158.994431,0.54728813,-213.8768923,-5160.114538,-1.120107276,5.461821524,6.541779589,1.079958065
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4598.res,4,-5159.471628,5.153687266,-213.8966755,-5159.957099,-0.485471176,4.984624602,6.699218766,1.714594165
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4665.res,4,-5157.739927,0.783667357,-213.8248843,-5158.880198,-1.140270928,6.716325333,7.776119746,1.059794413
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4687.res,4,-5158.225475,0.744978143,-213.8450137,-5159.591726,-1.366250806,6.230776965,7.0645915,0.833814534
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4692.res,4,-5158.206832,0.642140657,-213.8442408,-5159.642564,-1.435731423,6.249420197,7.013754115,0.764333918
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4711.res,4,-5156.767975,0.718311113,-213.7845899,-5158.90131,-2.133335219,7.688277915,7.755008038,0.066730122
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4712.res,4,-5157.156416,0.870726966,-213.8006936,-5158.658546,-1.50213058,7.299836582,7.997771343,0.69793476
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4815.res,4,-5155.536944,0.917925817,-213.733555,-5158.775633,-3.238689126,8.919308519,7.880684734,-1.038623785
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4895.res,4,-5158.515937,0.597946742,-213.8570554,-5158.979562,-0.463624835,5.940315294,7.6767558,1.736440506
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4960.res,4,-5153.93843,0.443388092,-213.6672852,-5157.191721,-3.253291089,10.51782294,9.46459719,-1.053225748
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-4975.res,4,-5154.44655,0.582382076,-213.6883504,-5157.968904,-3.522354517,10.00970276,8.687413586,-1.322289176
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5016.res,4,-5155.214404,0.614940491,-213.7201834,-5157.005354,-1.790950066,9.241848352,9.650963627,0.409115275
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5051.res,4,-5151.086902,0.692701201,-213.5490692,-5154.748355,-3.661453111,13.36935018,11.90796241,-1.46138777
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5126.res,4,-5154.425983,0.343741023,-213.6874978,-5156.707174,-2.281190993,10.0302694,9.949143751,-0.081125652
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5136.res,4,-5154.946345,0.322876606,-213.7090705,-5157.023809,-2.07746372,9.509907503,9.632509123,0.122601621
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5138.res,4,-5154.222394,0.405251296,-213.6790576,-5156.109909,-1.88751492,10.23385885,10.54640927,0.31255042
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5155.res,4,-5153.770137,2.743241148,-213.6603083,-5157.010083,-3.239945744,10.68611504,9.646234641,-1.039880404
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5251.res,4,-5156.399452,1.084490758,-213.7693121,-5156.327388,0.072063945,8.056800174,10.32892946,2.272129285
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5270.res,4,-5152.482268,0.640000807,-213.606917,-5157.520136,-5.037868268,11.97398463,9.136181706,-2.837802927
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5277.res,4,-5153.05709,0.578168283,-213.6307475,-5157.112104,-4.055013639,11.39916203,9.54421373,-1.854948299
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5317.res,4,-5155.626945,0.355261109,-213.7372862,-5158.743788,-3.116843026,8.829307635,7.912529951,-0.916777685
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5320.res,4,-5155.955385,0.545627721,-213.7509023,-5159.443219,-3.487833637,8.500867087,7.21309879,-1.287768296
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5421.res,4,-5154.834161,0.710806592,-213.7044196,-5158.403534,-3.569373114,9.622091713,8.25278394,-1.369307773
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5476.res,4,-5153.310774,0.975025694,-213.6412644,-5157.906676,-4.595902812,11.14547877,8.749641303,-2.395837471
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5513.res,4,-5153.979015,0.826613595,-213.6689678,-5158.704926,-4.725911326,10.47723756,7.951391579,-2.525845985
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5552.res,4,-5150.818684,0.805716621,-213.5379497,-5156.318276,-5.499592015,13.63756869,10.33804201,-3.299526675
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5570.res,4,-5150.553383,0.956905576,-213.5269511,-5155.805156,-5.251772477,13.90286911,10.85116198,-3.051707136
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5596.res,4,-5158.696789,0.60124878,-213.864553,-5158.18451,0.512278628,5.759463791,8.471807759,2.712343968
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5644.res,4,-5155.694578,0.672011835,-213.74009,-5157.281674,-1.587095937,8.761674292,9.374643697,0.612969404
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5680.res,4,-5154.42947,0.61758025,-213.6876423,-5156.781212,-2.351742091,10.0267825,9.87510575,-0.151676751
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5717.res,4,-5155.910389,0.723134244,-213.7490369,-5159.255863,-3.345473548,8.545863133,7.400454925,-1.145408207
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5733.res,4,-5152.838237,0.825106382,-213.6216744,-5156.801671,-3.963433999,11.61801566,9.854647006,-1.763368659
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5744.res,4,-5152.918194,0.732280482,-213.6249892,-5156.853908,-3.935714915,11.53805895,9.802409378,-1.735649574
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5840.res,4,-5156.470454,0.511319938,-213.7722556,-5157.002909,-0.532455748,7.985798731,9.653408323,1.667609593
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5871.res,4,-5157.309158,0.828005662,-213.8070258,-5157.437514,-0.128355514,7.147094178,9.218804005,2.071709827
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5915.res,4,-5152.815088,0.498185275,-213.6207148,-5155.397994,-2.582905991,11.64116435,11.2583237,-0.38284065
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5951.res,4,-5153.628462,0.322734044,-213.6544349,-5154.812885,-1.18442252,10.82778998,11.8434328,1.01564282
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-5975.res,4,-5153.276957,0.383320487,-213.6398625,-5155.778313,-2.501355631,11.17929496,10.87800467,-0.30129029
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6014.res,4,-5149.664919,0.410095966,-213.4901179,-5155.116736,-5.451817114,14.79133328,11.53958151,-3.251751773
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6039.res,4,-5148.455679,0.749225123,-213.4399863,-5155.280768,-6.825088788,16.00057366,11.37555021,-4.625023447
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6065.res,4,-5147.261759,0.956059479,-213.3904899,-5154.85936,-7.597600301,17.1944932,11.79695824,-5.39753496
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6082.res,4,-5148.972224,0.749773267,-213.4614008,-5155.736069,-6.763845115,15.48402885,10.92024907,-4.563779774
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6247.res,4,-5154.745717,0.284714177,-213.700753,-5156.87613,-2.130412715,9.710535221,9.780187847,0.069652625
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6250.res,4,-5151.788813,0.302798167,-213.5781684,-5156.167689,-4.37887567,12.66743962,10.48862929,-2.178810329
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6323.res,4,-5150.199514,0.417445748,-213.5122807,-5155.771893,-5.572379378,14.25673884,10.8844248,-3.372314038
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6335.res,4,-5149.904206,0.374934618,-213.5000381,-5155.206043,-5.301836599,14.55204597,11.45027471,-3.101771258
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6358.res,4,-5153.656597,0.577819053,-213.6556013,-5155.286157,-1.629560623,10.79965583,11.37016055,0.570504717
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6386.res,4,-5153.712414,0.704442676,-213.6579153,-5155.105875,-1.393460875,10.74383815,11.55044262,0.806604466
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6447.res,4,-5153.941623,0.366189404,-213.6674176,-5155.562628,-1.621004718,10.51462899,11.09368962,0.579060622
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6491.res,4,-5157.151126,0.318087694,-213.8004743,-5156.034143,1.116983365,7.305126378,10.62217508,3.317048706
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6494.res,4,-5155.352869,5.647425755,-213.7259238,-5153.530688,1.822180895,9.103383431,13.12562967,4.022246236
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6531.res,4,-5154.223948,0.842660824,-213.679122,-5152.723798,1.500149221,10.23230485,13.93251941,3.700214562
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6603.res,4,-5152.004692,0.872698918,-213.5871181,-5153.581657,-1.576965169,12.45156065,13.07466082,0.623100172
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6623.res,4,-5155.402132,0.734353747,-213.7279661,-5154.66968,0.732452051,9.054120829,11.98663822,2.932517392
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6648.res,4,-5156.854313,0.651050022,-213.7881693,-5154.667391,2.186921798,7.601939473,11.98892661,4.386987138
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6651.res,4,-5156.788868,0.664930532,-213.7854561,-5154.66614,2.12272873,7.667384196,11.99017827,4.322794071
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6716.res,4,-5151.432334,0.809626011,-213.5633898,-5154.028731,-2.596396728,13.02391813,12.62758674,-0.396331387
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6720.res,4,-5152.343277,0.705259444,-213.6011549,-5154.751406,-2.408128514,12.1129752,11.90491203,-0.208063174
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6760.res,4,-5151.872573,0.565038334,-213.5816408,-5153.810324,-1.93775117,12.58367913,12.8459933,0.26231417
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6798.res,4,-5151.800894,0.820741236,-213.5786692,-5154.225186,-2.424292439,12.6553589,12.4311318,-0.224227098
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6858.res,4,-5152.446156,0.452142539,-213.6054199,-5154.800989,-2.354832835,12.01009645,11.85532895,-0.154767494
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6918.res,4,-5149.8995,0.354506886,-213.499843,-5154.197291,-4.297791259,14.55675235,12.45902643,-2.097725919
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6935.res,4,-5150.800567,0.477136771,-213.5371986,-5153.804782,-3.004214655,13.65568497,12.85153565,-0.804149315
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-6948.res,4,-5147.911834,0.283025044,-213.4174401,-5152.182179,-4.270345027,16.5444184,14.47413872,-2.070279687
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7001.res,4,-5148.907806,0.216828625,-213.4587302,-5152.828736,-3.92092988,15.54844653,13.82758199,-1.720864539
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7054.res,4,-5151.238749,0.367174595,-213.5553643,-5154.547775,-3.309026341,13.21750358,12.10854258,-1.108961
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7104.res,4,-5153.387044,1.032447232,-213.6444264,-5155.191115,-1.804070905,11.06920872,11.46520316,0.395994436
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7118.res,4,-5153.025623,0.990486373,-213.6294429,-5154.79151,-1.765887385,11.43062947,11.86480743,0.434177956
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7124.res,4,-5153.5306,0.871531311,-213.6503778,-5155.601379,-2.070778561,10.92565241,11.05493919,0.12928678
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7126.res,4,-5154.885846,0.655345263,-213.7065624,-5157.174802,-2.288956157,9.570406464,9.481515648,-0.088890816
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7139.res,4,-5151.219041,0.598077202,-213.5545473,-5152.990632,-1.771591017,13.23721135,13.66568567,0.428474324
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7159.res,4,-5150.008494,0.662220653,-213.5043615,-5152.398648,-2.390154079,14.44775833,14.25766959,-0.190088738
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7209.res,4,-5147.690879,0.499725241,-213.40828,-5150.318284,-2.627404846,16.76537343,16.33803393,-0.427339505
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7238.res,4,-5151.292645,1.269347436,-213.5575987,-5151.551587,-0.258942033,13.16360792,15.10473123,1.941123307
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7254.res,4,-5149.798054,0.494929582,-213.4956373,-5153.299464,-3.501410104,14.65819882,13.35685405,-1.301344763
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7262.res,4,-5149.669692,0.669638315,-213.4903158,-5153.240197,-3.570504976,14.78656075,13.41612112,-1.370439635
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7278.res,4,-5155.367625,28.19055574,-213.7265355,-5154.958269,0.409356009,9.088627628,11.69804898,2.609421349
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7287.res,4,-5148.745793,0.589083393,-213.4520136,-5154.129562,-5.383768447,15.71045932,12.52675622,-3.183703106
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7296.res,4,-5148.751975,0.621411399,-213.4522699,-5153.761561,-5.009585663,15.70427753,12.89475721,-2.809520322
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7303.res,4,-5148.876586,0.615846274,-213.4574359,-5153.849406,-4.972820442,15.57966654,12.80691144,-2.772755101
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7481.res,4,-5151.641457,0.809494375,-213.5720594,-5155.142192,-3.500734832,12.81479552,11.51412603,-1.300669491
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7602.res,4,-5152.657367,1.143405141,-213.6141761,-5153.69725,-1.039882357,11.79888506,12.95906805,1.160182984
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7608.res,4,-5153.720533,0.81396334,-213.6582519,-5154.213569,-0.493036041,10.73571909,12.44274839,1.7070293
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7625.res,4,-5155.779726,0.896286883,-213.74362,-5153.226704,2.553022199,8.676526567,13.42961411,4.753087539
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7635.res,4,-5152.579492,0.637909555,-213.6109477,-5153.282518,-0.703025077,11.87675999,13.37380025,1.497040263
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7707.res,4,-5153.635028,0.640967756,-213.6547071,-5155.709278,-2.074249905,10.82122399,10.94703943,0.125815436
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7709.res,4,-5152.341901,0.600671986,-213.6010978,-5154.156862,-1.814960665,12.11435102,12.4994557,0.385104676
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7760.res,4,-5155.6246,0.833107562,-213.7371889,-5155.958975,-0.334375365,8.83165271,10.69734269,1.865689976
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7843.res,4,-5149.852466,0.645559355,-213.4978931,-5152.822998,-2.970531998,14.60378614,13.83331949,-0.770466657
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7871.res,4,-5151.337148,0.560759649,-213.5594437,-5153.241305,-1.904157372,13.11910478,13.41501274,0.295907968
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7890.res,4,-5152.169065,0.745745893,-213.5939325,-5153.838765,-1.669699532,12.28718748,12.81755329,0.530365809
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-7942.res,4,-5154.291656,0.793431025,-213.681929,-5156.832184,-2.540527868,10.1645963,9.824133768,-0.340462527
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-8006.res,4,-5150.922751,1.200833317,-213.542264,-5154.587245,-3.664494039,13.53350179,12.0690731,-1.464428698
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-8059.res,4,-5152.315239,1.077778282,-213.5999925,-5155.022293,-2.707053139,12.14101299,11.63402519,-0.506987798
oxalac_opt-QR-29-12630-3_P1-Thre-1-0-0-8116.res,4,-5149.922676,0.50277541,-213.5008038,-5153.286083,-3.363407134,14.53357667,13.37023488,-1.163341793
